"timestamp","action","entity","entityId","userId","userName","details","meta"
"2025-12-06T07:46:27.060Z","add_attempt","Attempt","6933df5230245f970a2fe7cf","692ece8514467fe7d8b80ba7","naveen","{""leadId"":""692ffbbd0d67831c266fb748"",""result"":""interested"",""remark"":"""",""attemptNumber"":1}",""
